time,.header.seq,.header.stamp.secs,secs,,.header.frame_id,.header.stamp.nsecs,.orientation.x,.orientation.y,.orientation.z,.orientation.w,.orientation_covariance,.angular_velocity.x,.angular_velocity.y,.angular_velocity.z,.angular_velocity_covariance,.linear_acceleration.x,.linear_acceleration.y,.linear_acceleration.z,.linear_acceleration_covariance
2022/03/09/18:22:19.609327,8674,1646846536,3.607825028,1646846539.60783,-0.0580730702338,0.0166498221615,-0.941589336266,0.331300201881,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.656196594238,0.171697169542,-0.646713912487,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.499754870608,-1.98339791492,-0.536689612269,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.644503,8675,1646846536,3.642471228,1646846539.64247,-0.0470183932906,0.0187549734862,-0.944836375729,0.323607392934,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.712517857552,0.204508572817,-0.61823707819,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.485136539117,-1.61489162028,-0.645887534022,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.665941,8676,1646846536,3.665539457,1646846539.66554,-0.0351613894227,0.0202331753609,-0.947736067508,0.31646586175,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.748177468777,0.229399487376,-0.557714939117,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.362528686076,-1.16930023916,-0.704840331674,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.695204,8677,1646846536,3.694857619,1646846539.69486,-0.0229094299146,0.0209835621701,-0.949988213267,0.310736613218,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.762841463089,0.246123924851,-0.409134417772,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.348307636343,-0.770444994941,-0.799413197637,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.743937,8678,1646846536,3.740074885,1646846539.74008,-0.0107041725353,0.0211766975866,-0.951356025358,0.307178581911,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.756386399269,0.250904947519,-0.213506773114,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.214148645326,-0.3459529626,-0.785086934566,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.758099,8679,1646846536,3.755019897,1646846539.75502,0.0010589297146,0.0210843369946,-0.951602414965,0.306605892367,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.731744647026,0.246933355927,0.037584412843,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.119639879465,0.0437685653195,-0.746559630632,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.788619,8680,1646846536,3.787750622,1646846539.78775,0.0120936963998,0.0210669067862,-0.950600507357,0.309465027682,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.696021795273,0.227730616927,0.300814568996,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.00768287591636,0.393734143116,-0.722748014331,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.815372,8681,1646846536,3.814102061,1646846539.8141,0.022234752909,0.0214962790617,-0.948280437363,0.315923626633,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.652548968792,0.205716207623,0.570622622967,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0568635692261,0.688980051577,-0.661528835893,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.847904,8682,1646846536,3.847558724,1646846539.84756,0.0313229519557,0.0226292473985,-0.94455095815,0.326083236767,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.60482186079,0.183139979839,0.831713855267,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0561576275714,0.917455471605,-0.631644301414,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.876449,8683,1646846536,3.875148753,1646846539.87515,0.0393402223917,0.0246598669672,-0.939499994084,0.339387682421,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.561443448067,0.155218660831,1.03614723682,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.107978521474,1.11164954334,-0.59120437324,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.905428,8684,1646846536,3.903940472,1646846539.90394,0.046275405074,0.0276564986819,-0.933217808665,0.355243897283,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.519235670567,0.130378454924,1.20977342129,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.109541591853,1.24856852978,-0.60383435905,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.934300,8685,1646846536,3.933885721,1646846539.93389,0.052194708585,0.0315706969582,-0.925816074791,0.373019569391,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.488469958305,0.10929338634,1.32452118397,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.094134854693,1.32554098427,-0.590179941058,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.970103,8686,1646846536,3.969762175,1646846539.96976,0.0572039081997,0.0363132095741,-0.917510381875,0.391897643331,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.467001765966,0.0860042646527,1.38318884373,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0954060028307,1.39728822067,-0.560395978689,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:19.994907,8687,1646846536,3.993447046,1646846539.99345,0.0614168560303,0.0417693468227,-0.908534152023,0.411155671333,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.449806392193,0.0659989118576,1.3921456337,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0709202025644,1.46421238124,-0.536346965432,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.024763,8688,1646846536,4.23139346,1646846540.23139,0.0649960041875,0.0477354705826,-0.89920200343,0.430037906835,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.444574654102,0.0467282757163,1.34243142605,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0663798213378,1.52878479168,-0.508848679662,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.055370,8689,1646846536,4.52637015,1646846540.52637,0.068093603996,0.0540258380135,-0.88986180626,0.447873236175,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.437051832676,0.0290623418987,1.25849556923,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.056281716451,1.62287613943,-0.471417143941,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.090844,8690,1646846536,4.89313716,1646846540.89314,0.0708149868408,0.0604795307313,-0.880787043485,0.464264631466,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.429195761681,0.0152840893716,1.14130914211,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0203716627881,1.73454012439,-0.424326007962,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.114547,8691,1646846536,4.112483831,1646846540.11248,0.073269732575,0.0669374352982,-0.872243712831,0.478896472602,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.418180793524,-9.07825306058E-05,1.0092445612,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0196986848116,1.87490253612,-0.405048322678,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.142893,8692,1646846536,4.142375961,1646846540.14238,0.0754937383848,0.0732431152969,-0.864380411475,0.491713987786,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.401001393795,-0.0147435963154,0.886990010738,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0800214120001,2.03706205219,-0.381131456494,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.171821,8693,1646846536,4.17141562,1646846540.17142,0.0774364772293,0.0792580472907,-0.857236129557,0.502859793696,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.373430639505,-0.0195084214211,0.763506472111,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.154254007414,2.23989670068,-0.357506366372,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.208231,8694,1646846536,4.207820962,1646846540.20782,0.0790769918505,0.0847870492912,-0.850856856521,0.512445699898,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.328169554472,-0.0254951063544,0.658289849758,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.251829930246,2.45427462995,-0.325553671718,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.231996,8695,1646846536,4.231596812,1646846540.2316,0.0802252071926,0.0896814742911,-0.845184445792,0.520753686392,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.271001189947,-0.0212573595345,0.577057778835,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.350427288562,2.67818059713,-0.270602708459,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.262320,8696,1646846536,4.261491783,1646846540.26149,0.0807243999002,0.0937693415371,-0.840122460007,0.528095762187,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.197311460972,-0.0114437863231,0.520943284035,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.447108514309,2.88624821126,-0.214293437004,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.291865,8697,1646846536,4.290890751,1646846540.29089,0.0804042480939,0.0969533602478,-0.835545968964,0.534787936076,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.115823172033,0.000836889259517,0.493718087673,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.52271462068,3.02769703567,-0.147358020544,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.328951,8698,1646846536,4.328586123,1646846540.32859,0.0790830424409,0.0991541337207,-0.831286858556,0.541180643554,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",0.0157700609416,0.0190223716199,0.483117878437,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.602800352052,3.12013040543,-0.123849290013,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.351889,8699,1646846536,4.350715057,1646846540.35072,0.076731217831,0.1002637588,-0.827322409886,0.547354664712,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.0815452113748,0.0374981202185,0.471581101418,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.64434386909,3.14269217938,-0.0894167912006,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.381333,8700,1646846536,4.380549825,1646846540.38055,0.0734489587136,0.100124983432,-0.823811717702,0.55309537327,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.181712314487,0.0623250380158,0.43696564436,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.67698960498,3.09054934144,-0.089827850461,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.413096,8701,1646846536,4.412569082,1646846540.41257,0.0694510497125,0.0986658769069,-0.820910838311,0.558163947216,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.271643579006,0.0838540866971,0.390193521976,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.673340576962,2.95922380149,-0.137593755126,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.440702,8702,1646846536,4.440408216,1646846540.44041,0.0649149054792,0.0958956986042,-0.818736637753,0.562370329976,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.356061279774,0.111107409,0.312817573547,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.645749612823,2.79406100929,-0.195293494463,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.472121,8703,1646846536,4.470077543,1646846540.47008,0.0601251859295,0.0918108122185,-0.81758800439,0.565248256835,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.428154349327,0.129083961248,0.203508287668,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.562700658739,2.58292156041,-0.275975714922,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.501638,8704,1646846536,4.499343168,1646846540.49934,0.0552409945589,0.0865637878067,-0.817667312368,0.566458568163,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.490241587162,0.145367011428,0.06036445871,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.460719443634,2.33401333764,-0.341310163736,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.529419,8705,1646846536,4.528981472,1646846540.52898,0.0504190483106,0.0803313410868,-0.819117612181,0.565730618423,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.534113109112,0.150100007653,-0.105892755091,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.342935908958,2.05490307659,-0.410898461938,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.561632,8706,1646846536,4.561232086,1646846540.56123,0.0456880579043,0.0733813601711,-0.822057082308,0.562805411107,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.568876564503,0.149351805449,-0.289220750332,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.21336921148,1.76438431308,-0.462448099852,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.594472,8707,1646846536,4.591290061,1646846540.59129,0.0410467903173,0.0660029991392,-0.826486009333,0.557565818075,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.588741838932,0.134007230401,-0.476562917233,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0798279422522,1.4475115639,-0.523736275434,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.620195,8708,1646846536,4.618883024,1646846540.61888,0.0363770819103,0.058502447507,-0.832223547906,0.550143742906,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.601245701313,0.119880720973,-0.641447126865,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.00233260050416,1.20253522821,-0.529754814506,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.652385,8709,1646846536,4.648210653,1646846540.64821,0.0316391029055,0.0511353051857,-0.839137083143,0.540585889036,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.598919332027,0.0959212332964,-0.810166835785,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0669972873107,0.919855899811,-0.581680428386,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.681092,8710,1646846536,4.680537678,1646846540.68054,0.0267258067813,0.0441538539286,-0.847041706137,0.529014665675,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.593859314919,0.072151593864,-0.956731259823,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0896685503796,0.689881180599,-0.573779670596,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.708841,8711,1646846536,4.708437964,1646846540.70844,0.021582063508,0.0377000749383,-0.855665317819,0.515703192512,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.587812960148,0.0447509028018,-1.07440245152,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0931997204572,0.494244235307,-0.605542330742,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.739758,8712,1646846536,4.738183782,1646846540.73818,0.01614082174,0.0318805008135,-0.8647377853,0.500950766259,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.579625785351,0.0245117545128,-1.1651750803,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",-0.0540964657813,0.334664510787,-0.608688717484,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.770518,8713,1646846536,4.768478078,1646846540.76848,0.010381549672,0.0267573669879,-0.873957883822,0.485153464426,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.57328414917,0.00761556997895,-1.21808505058,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.00537768423557,0.185272426642,-0.62644261837,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.802426,8714,1646846536,4.80108124,1646846540.80108,0.00423385668437,0.022293646559,-0.883030945378,0.468765844836,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.572882056236,-0.00792517699301,-1.23162043095,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0667819270492,0.0677778175101,-0.625772527456,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.831724,8715,1646846536,4.827741789,1646846540.82774,-0.00236899481772,0.0185033850726,-0.891698591113,0.452245105238,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.580808103085,-0.0224792174995,-1.209171772,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.0952074350417,-0.0256068120059,-0.625490691662,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.857693,8716,1646846536,4.857172792,1646846540.85717,-0.00949554495304,0.0153490476023,-0.899719158535,0.436095949453,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.594040751457,-0.0359425954521,-1.14914119244,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.120176507682,-0.149006971903,-0.601403671503,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.893104,8717,1646846536,4.890414342,1646846540.89041,-0.0171510847464,0.0127927276116,-0.906962457624,0.420667667966,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.607583165169,-0.0506403967738,-1.06786215305,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.144514556117,-0.291671523806,-0.596510136724,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.920152,8718,1646846536,4.919741098,1646846540.91974,-0.0253215322115,0.0108045374926,-0.913342582302,0.406260272891,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.621321618557,-0.0674528554082,-0.972161948681,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.173010413423,-0.487536894232,-0.578448672295,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.947640,8719,1646846536,4.947119046,1646846540.94712,-0.0338773507322,0.00933993904726,-0.918853152889,0.393031772345,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.627314090729,-0.0803490430117,-0.86931759119,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.201191763617,-0.711905449256,-0.580022742748,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:20.976435,8720,1646846536,4.976001105,1646846540.976,-0.0426787677721,0.00836095585905,-0.923562240526,0.380974284005,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.627905488014,-0.0938656330109,-0.777156949043,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.24208905369,-0.978350787386,-0.577035984993,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:21.016608,8721,1646846536,5.1541739,1646846541.15417,-0.0515261006677,0.00780986002887,-0.927576250719,0.369981575404,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.613084375858,-0.10135667026,-0.692384362221,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.289532667138,-1.27785986423,-0.579741491675,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:21.041588,8722,1646846536,5.40497107,1646846541.40497,-0.0601971763366,0.0076800207572,-0.931032228261,0.359855953379,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.588771164417,-0.1076323241,-0.630666255951,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.327149084508,-1.58561695039,-0.54317475915,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:21.068194,8723,1646846536,5.65753416,1646846541.65753,-0.0684278692635,0.00803798569815,-0.934114122259,0.3502625074,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.544997870922,-0.110028766096,-0.596527636051,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.380902976543,-1.87395835698,-0.508072754145,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
2022/03/09/18:22:21.095567,8724,1646846536,5.95162192,1646846541.95162,-0.0759746210563,0.00890679003392,-0.936959657384,0.340962060179,"(0.00872665, 0.0, 0.0, 0.0, 0.00872665, 0.0, 0.0, 0.0, 0.00872665)",-0.489869087934,-0.109191261232,-0.579788684845,"(0.000872665, 0.0, 0.0, 0.0, 0.000872665, 0.0, 0.0, 0.0, 0.000872665)",0.438315836862,-2.14838324413,-0.459988176227,"(0.003, 0.0, 0.0, 0.0, 0.003, 0.0, 0.0, 0.0, 0.003)",,
